[0, 6] ; [26, 30]
[0, 2] ; [6, 11]
[0, 3] ; [12, 15]
[0, 10] ; [11, 15]
[59, 61] ; [0, 2]
[29, 33] ; [34, 40]
[0, 2] ; [34, 39]
[0, 11] ; [12, 17]
[0, 8] ; [-1, 17]
[12, 20] ; [21, 25]
[3, 7] ; [12, 26]
[11, 16] ; [90, 96]
[3, 7] ; [44, 46]
[0, 6] ; [38, 40]
[0, 10] ; [55, 59]
[0, 7] ; [36, 40]
[81, 85] ; [-1, 17]
[0, 5] ; [14, 20]
[0, 4] ; [39, 43]
[7, 14] ; [92, 97]
[23, 32] ; [33, 37]
[16, 26] ; [11, 13]
[8, 15] ; [49, 51]
[5, 8] ; [121, 127]
[21, 27] ; [10, 17]
[0, 7] ; [29, 35]
[9, 13] ; [4, 6]
[0, 2] ; [11, 18]
[0, 2] ; [12, 15]
[24, 29] ; [53, 55]
[6, 9] ; [54, 59]
[4, 9] ; [81, 88]
[35, 37] ; [67, 71]
[0, 3] ; [12, 17]
[3, 10] ; [124, 128]
[29, 32] ; [15, 19]
[39, 45] ; [13, 15]
[0, 5] ; [14, 20]
[0, 2] ; [-1, 17]
[0, 5] ; [5, 8]
[23, 31] ; [46, 50]
[0, 5] ; [20, 24]
[2, 7] ; [13, 33]
[16, 22] ; [77, 84]
[0, 3] ; [-1, 17]
[0, 2] ; [11, 15]
[0, 5] ; [37, 39]
[18, 21] ; [10, 12]
[17, 20] ; [60, 64]
[0, 5] ; [28, 33]
[42, 47] ; [14, 17]
[15, 20] ; [6, 12]
[1, 3] ; [72, 78]
[0, 8] ; [27, 33]
[5, 8] ; [37, 40]
[0, 4] ; [38, 44]
[-1, 18] ; [63, 76]
[8, 13] ; [38, 43]
[3, 12] ; [69, 74]
[0, 10] ; [85, 88]
[0, 3] ; [6, 9]
[27, 30] ; [-1, 17]
[0, 6] ; [10, 12]
[0, 4] ; [182, 186]
[6, 13] ; [41, 50]
[42, 47] ; [98, 102]
[0, 5] ; [103, 105]
[0, 3] ; [12, 19]
[31, 41] ; [42, 46]
[9, 14] ; [143, 162]
[6, 9] ; [30, 36]
[0, 2] ; [8, 11]
[0, 3] ; [61, 63]
[3, 5] ; [18, 26]
[0, 4] ; [49, 59]
[0, 3] ; [5, 8]
[2, 7] ; [124, 127]
[6, 12] ; [71, 74]
[0, 5] ; [-1, 17]
[11, 15] ; [78, 83]
[0, 7] ; [105, 114]
[13, 18] ; [0, 10]
[0, 6] ; [83, 90]
[27, 30] ; [-1, 17]
[74, 79] ; [14, 16]
[0, 2] ; [29, 38]
[0, 6] ; [22, 30]
[11, 14] ; [59, 63]
[12, 17] ; [39, 43]
[26, 29] ; [13, 15]
[0, 5] ; [26, 30]
[3, 6] ; [106, 111]
[40, 47] ; [49, 55]
[0, 3] ; [26, 34]
[28, 34] ; [13, 16]
[0, 2] ; [54, 59]
[16, 18] ; [69, 72]
[0, 3] ; [141, 145]
[0, 4] ; [29, 31]
[0, 4] ; [60, 64]
[133, 136] ; [102, 106]
[118, 130] ; [-1, 17]
[3, 7] ; [24, 30]
[4, 14] ; [50, 56]
[0, 6] ; [9, 14]
[4, 9] ; [36, 41]
[0, 3] ; [45, 52]
[168, 175] ; [152, 156]
[17, 25] ; [127, 131]
[3, 6] ; [10, 21]
[0, 9] ; [53, 56]
[53, 60] ; [26, 34]
[1, 3] ; [116, 120]
[0, 3] ; [70, 75]
[53, 57] ; [58, 66]
[28, 37] ; [21, 25]
[14, 17] ; [50, 60]
[0, 5] ; [105, 113]
[8, 15] ; [43, 47]
[10, 14] ; [92, 94]
[0, 6] ; [66, 70]
[0, 4] ; [92, 94]
[13, 19] ; [0, 10]
[0, 3] ; [47, 49]
[0, 5] ; [78, 85]
[5, 10] ; [11, 15]
[4, 12] ; [18, 22]
[1, 4] ; [118, 120]
[2, 5] ; [22, 31]
[0, 5] ; [6, 8]
[0, 5] ; [19, 31]
[6, 8] ; [78, 88]
[0, 4] ; [37, 39]
[53, 61] ; [78, 82]
[0, 4] ; [96, 98]
[0, 2] ; [21, 26]
[0, 5] ; [6, 10]
[15, 20] ; [105, 108]
[6, 15] ; [29, 33]
[40, 43] ; [55, 99]
[0, 3] ; [35, 38]
[0, 5] ; [12, 17]
[12, 17] ; [57, 62]
[0, 3] ; [27, 31]
[3, 8] ; [182, 188]
[4, 9] ; [77, 80]
[0, 5] ; [28, 36]
[2, 8] ; [53, 57]
[0, 2] ; [83, 93]
[0, 3] ; [48, 52]
[0, 6] ; [160, 163]
[0, 1] ; [47, 49]
[1, 5] ; [137, 142]
[8, 10] ; [63, 66]
[0, 8] ; [21, 28]
[15, 19] ; [81, 85]
[0, 5] ; [23, 28]
[0, 8] ; [2, 5]
[3, 7] ; [28, 36]
[12, 15] ; [80, 82]
[68, 78] ; [101, 104]
[0, 2] ; [5, 7]
[0, 4] ; [33, 37]
[2, 4] ; [34, 37]
[0, 5] ; [69, 73]
[3, 6] ; [24, 33]
[99, 108] ; [135, 145]
[25, 31] ; [82, 87]
[2, 5] ; [92, 97]
[-1, 18] ; [16, 21]
[0, 4] ; [28, 36]
[3, 11] ; [92, 96]
[2, 8] ; [15, 31]
[0, 4] ; [6, 9]
[0, 6] ; [54, 58]
[0, 4] ; [8, 16]
[12, 15] ; [9, 12]
[0, 9] ; [123, 128]
[3, 6] ; [130, 138]
[0, 7] ; [45, 49]
[6, 14] ; [27, 29]
[0, 5] ; [54, 58]
[48, 57] ; [6, 12]
[6, 9] ; [20, 26]
[45, 51] ; [77, 84]
[4, 8] ; [-1, 17]
[0, 5] ; [21, 24]
[7, 9] ; [31, 39]
[15, 23] ; [29, 34]
[38, 44] ; [17, 21]
[3, 9] ; [16, 21]
[0, 6] ; [73, 83]
[4, 9] ; [25, 30]
[54, 61] ; [62, 65]
[100, 104] ; [31, 37]
[68, 70] ; [135, 139]
[26, 32] ; [39, 43]
[0, 5] ; [7, 11]
[2, 8] ; [15, 33]
[1, 6] ; [89, 95]
[2, 4] ; [57, 61]
[3, 8] ; [35, 42]
[0, 3] ; [49, 54]
[0, 6] ; [34, 36]
[6, 11] ; [94, 102]
[38, 42] ; [83, 84]
[0, 18] ; [57, 64]
[0, 7] ; [50, 53]
[50, 58] ; [72, 78]
[0, 3] ; [22, 26]
[0, 6] ; [19, 25]
[0, 3] ; [22, 24]
[0, 4] ; [129, 135]
[0, 4] ; [39, 47]
[0, 5] ; [7, 15]
[8, 10] ; [97, 106]
[2, 7] ; [35, 38]
[0, 6] ; [159, 165]
[0, 4] ; [10, 13]
[2, 11] ; [50, 55]
[11, 13] ; [4, 8]
[8, 11] ; [70, 72]
[0, 3] ; [27, 29]
[-1, 18] ; [12, 15]
[3, 9] ; [16, 29]
[0, 5] ; [7, 15]
[0, 3] ; [111, 114]
[3, 19] ; [75, 79]
[0, 6] ; [7, 11]
[0, 7] ; [28, 43]
[0, 6] ; [-1, 17]
[0, 9] ; [223, 227]
[43, 49] ; [20, 25]
[8, 15] ; [46, 48]
[38, 42] ; [54, 64]
[15, 17] ; [33, 37]
[2, 6] ; [32, 35]
[0, 2] ; [19, 32]
[0, 6] ; [12, 17]
[15, 20] ; [6, 12]
[4, 7] ; [67, 69]
[0, 4] ; [34, 41]
[20, 24] ; [25, 36]
[0, 2] ; [19, 26]
[3, 11] ; [68, 74]
[0, 5] ; [57, 59]
[51, 59] ; [30, 38]
[3, 7] ; [39, 41]
[0, 8] ; [76, 80]
[0, 2] ; [6, 10]
[2, 10] ; [19, 22]
[0, 4] ; [-1, 17]
[0, 10] ; [26, 28]
[2, 9] ; [48, 50]
[3, 6] ; [10, 20]
[57, 65] ; [33, 39]
[8, 16] ; [35, 38]
[0, 5] ; [17, 22]
[2, 12] ; [27, 59]
[5, 11] ; [-1, 17]
[0, 11] ; [16, 19]
[0, 5] ; [28, 31]
[52, 57] ; [92, 98]
[73, 75] ; [67, 72]
[11, 14] ; [21, 25]
[0, 4] ; [44, 48]
[0, 3] ; [21, 29]
[0, 4] ; [42, 49]
[0, 6] ; [35, 39]
[0, 6] ; [97, 102]
[11, 16] ; [40, 44]
[75, 81] ; [15, 19]
[3, 11] ; [120, 122]
[14, 47] ; [48, 51]
[1, 5] ; [117, 121]
[0, 5] ; [38, 49]
[2, 5] ; [56, 68]
[14, 19] ; [92, 95]
[0, 3] ; [32, 46]
[27, 37] ; [38, 65]
[0, 8] ; [34, 36]
[0, 5] ; [6, 12]
[61, 66] ; [69, 71]
[0, 4] ; [21, 25]
[8, 11] ; [180, 186]
[0, 6] ; [14, 19]
[0, 3] ; [29, 32]
[3, 8] ; [199, 206]
[3, 18] ; [19, 22]
[16, 19] ; [116, 121]
[3, 7] ; [40, 49]
[0, 3] ; [66, 72]
[2, 4] ; [19, 21]
[0, 4] ; [11, 15]
[2, 7] ; [113, 115]
[0, 4] ; [21, 25]
[-1, 18] ; [120, 123]
[0, 3] ; [7, 17]
[0, 3] ; [35, 39]
[2, 8] ; [76, 79]
[0, 5] ; [34, 38]
[0, 10] ; [115, 120]
[0, 5] ; [9, 11]
[0, 5] ; [43, 45]
[0, 4] ; [10, 20]
[8, 15] ; [47, 57]
[3, 9] ; [79, 85]
[161, 171] ; [172, 210]
[3, 6] ; [10, 23]
[19, 23] ; [9, 12]
[3, 9] ; [21, 42]
[0, 7] ; [10, 15]
[0, 6] ; [7, 26]
[0, 5] ; [6, 24]
[9, 12] ; [68, 70]
[0, 4] ; [14, 21]
[0, 3] ; [6, 10]
[0, 18] ; [49, 56]
[27, 34] ; [7, 14]
[0, 8] ; [24, 28]
[9, 11] ; [75, 77]
[0, 5] ; [3, 5]
[13, 19] ; [74, 82]
[0, 5] ; [30, 36]
[0, 7] ; [11, 15]
[6, 8] ; [29, 33]
[24, 33] ; [34, 55]
[10, 16] ; [21, 26]
[45, 49] ; [32, 41]
[5, 13] ; [26, 29]
[20, 25] ; [59, 64]
[3, 7] ; [17, 24]
[12, 17] ; [77, 80]
[20, 22] ; [15, 17]
[0, 5] ; [7, 16]
[0, 9] ; [35, 37]
[0, 6] ; [21, 24]
[23, 28] ; [72, 76]
[14, 24] ; [48, 53]
[18, 23] ; [5, 10]
[2, 8] ; [15, 31]
[12, 17] ; [77, 82]
[30, 34] ; [38, 44]
[30, 37] ; [15, 20]
[0, 4] ; [15, 21]
[57, 61] ; [62, 72]
[2, 7] ; [41, 46]
[27, 37] ; [71, 79]
[0, 3] ; [11, 15]
[2, 11] ; [48, 50]
[36, 39] ; [28, 31]
[16, 21] ; [71, 73]
[6, 10] ; [25, 29]
[0, 6] ; [22, 25]
[0, 5] ; [48, 53]
[0, 2] ; [40, 42]
[46, 52] ; [28, 30]
[51, 58] ; [59, 78]
[0, 5] ; [28, 33]
[0, 5] ; [29, 33]
[0, 7] ; [54, 60]
[6, 10] ; [16, 20]
[152, 164] ; [75, 82]
[0, 6] ; [24, 26]
[0, 4] ; [52, 56]
[0, 6] ; [19, 21]
[5, 8] ; [40, 56]
[0, 4] ; [41, 45]
[33, 37] ; [58, 60]
[0, 2] ; [15, 17]
[0, 6] ; [54, 64]
[0, 6] ; [35, 43]
[81, 85] ; [107, 112]
[7, 11] ; [26, 31]
[0, 3] ; [7, 17]
[0, 4] ; [23, 30]
[3, 9] ; [104, 106]
[30, 32] ; [33, 35]
[7, 11] ; [48, 54]
[0, 2] ; [75, 79]
[8, 11] ; [45, 49]
[24, 30] ; [91, 94]
[0, 7] ; [18, 21]
[0, 6] ; [-1, 17]
[0, 4] ; [13, 21]
[8, 13] ; [29, 33]
[59, 61] ; [90, 100]
[2, 7] ; [37, 39]
[0, 5] ; [13, 17]
[0, 4] ; [23, 32]
[0, 4] ; [85, 87]
[4, 9] ; [22, 24]
[88, 96] ; [209, 216]
[4, 7] ; [84, 91]
[7, 13] ; [36, 40]
[0, 6] ; [23, 26]
[0, 2] ; [39, 41]
[0, 2] ; [6, 12]
[0, 11] ; [37, 46]
[0, 6] ; [14, 16]
[0, 10] ; [83, 86]
[59, 61] ; [23, 27]
[18, 23] ; [45, 53]
[3, 9] ; [80, 82]
[3, 13] ; [156, 160]
[4, 10] ; [17, 33]
[0, 6] ; [76, 79]
[0, 6] ; [7, 11]
[98, 102] ; [88, 97]
[1, 6] ; [68, 71]
[48, 54] ; [57, 61]
[0, 5] ; [13, 15]
[7, 16] ; [-1, 17]
[6, 8] ; [17, 21]
[2, 4] ; [15, 17]
[0, 6] ; [104, 111]
[9, 12] ; [30, 32]
[116, 119] ; [65, 70]
[3, 8] ; [13, 22]
[11, 14] ; [2, 6]
[38, 40] ; [-1, 17]
[4, 11] ; [31, 36]
[51, 58] ; [66, 72]
[3, 9] ; [88, 91]
[38, 43] ; [61, 64]
[36, 40] ; [59, 61]
[0, 5] ; [33, 35]
[4, 7] ; [28, 31]
[0, 2] ; [128, 131]
[0, 7] ; [58, 62]
[81, 84] ; [10, 16]
[0, 4] ; [107, 109]
[-1, 18] ; [33, 38]
[0, 2] ; [3, 12]
[63, 66] ; [85, 87]
[0, 5] ; [13, 21]
[37, 40] ; [60, 63]
[16, 24] ; [46, 53]
[6, 8] ; [21, 28]
[0, 4] ; [107, 110]
[36, 39] ; [15, 19]
[-1, 18] ; [22, 26]
[0, 6] ; [130, 134]
[3, 7] ; [71, 75]
[141, 143] ; [14, 22]
[70, 72] ; [30, 34]
[44, 47] ; [15, 20]
[6, 11] ; [44, 46]
[7, 10] ; [16, 20]
[2, 5] ; [19, 20]
[20, 26] ; [62, 66]
[6, 9] ; [20, 26]
[4, 17] ; [0, 3]
[72, 77] ; [95, 102]
[3, 9] ; [24, 29]
[0, 7] ; [7, 17]
[52, 57] ; [77, 81]
[0, 8] ; [34, 41]
[0, 3] ; [39, 43]
[0, 5] ; [18, 33]
[0, 5] ; [31, 35]
[0, 3] ; [21, 25]
[2, 7] ; [71, 80]
[38, 40] ; [9, 32]
[44, 49] ; [58, 61]
[0, 3] ; [68, 72]
[31, 40] ; [189, 191]
[3, 7] ; [12, 36]
[43, 51] ; [88, 90]
[34, 44] ; [69, 71]
[0, 6] ; [39, 46]
[68, 71] ; [72, 83]
[2, 8] ; [88, 92]
[11, 15] ; [16, 35]
[2, 8] ; [9, 34]
[0, 7] ; [64, 68]
[3, 9] ; [22, 39]
[5, 12] ; [71, 75]
[13, 16] ; [76, 85]
[0, 7] ; [17, 20]
[-1, 18] ; [20, 22]
[0, 4] ; [22, 31]
[13, 18] ; [27, 32]
[0, 5] ; [44, 48]
[18, 20] ; [31, 35]
[9, 15] ; [71, 76]
[29, 39] ; [86, 90]
[0, 5] ; [37, 40]
[0, 3] ; [61, 66]
[0, 7] ; [8, 42]
[2, 8] ; [24, 28]
[62, 69] ; [-1, 17]
[6, 11] ; [163, 166]
[3, 10] ; [69, 75]
[50, 56] ; [7, 12]
[0, 6] ; [48, 49]
[33, 40] ; [76, 82]
[0, 3] ; [48, 55]
[3, 9] ; [67, 74]
[3, 8] ; [129, 133]
[21, 26] ; [44, 49]
[106, 114] ; [173, 177]
[3, 9] ; [70, 76]
[0, 5] ; [40, 45]
[0, 3] ; [33, 39]
[124, 126] ; [217, 226]
[0, 5] ; [35, 41]
[0, 6] ; [30, 34]
[0, 5] ; [36, 42]
[15, 19] ; [46, 50]
[0, 2] ; [33, 35]
[-1, 18] ; [98, 101]
[0, 7] ; [53, 57]
[52, 57] ; [68, 71]
[0, 2] ; [48, 50]
[0, 6] ; [30, 32]
[0, 3] ; [35, 40]
[2, 4] ; [79, 83]
[10, 13] ; [14, 22]
[0, 6] ; [14, 22]
[0, 5] ; [9, 11]
[5, 9] ; [33, 37]
[0, 4] ; [64, 68]
[0, 6] ; [11, 14]
[0, 5] ; [12, 14]
[-1, 18] ; [9, 12]
[8, 13] ; [40, 45]
[68, 78] ; [170, 172]
[0, 2] ; [11, 15]
[0, 4] ; [18, 20]
[6, 10] ; [21, 24]
[0, 5] ; [11, 15]
[23, 25] ; [7, 13]
[0, 2] ; [101, 104]
[0, 5] ; [199, 207]
[0, 8] ; [50, 55]
[4, 8] ; [114, 122]
[2, 11] ; [21, 25]
[0, 8] ; [12, 15]
[6, 9] ; [52, 56]
[0, 7] ; [17, 21]
[33, 39] ; [98, 102]
[0, 3] ; [4, 7]
[0, 2] ; [57, 61]
[71, 79] ; [3, 11]
[39, 42] ; [96, 99]
[0, 4] ; [-1, 17]
[0, 10] ; [14, 19]
[25, 28] ; [7, 9]
[2, 8] ; [109, 116]
[34, 36] ; [60, 71]
[62, 64] ; [84, 88]
[3, 7] ; [120, 123]
[53, 57] ; [78, 80]
[0, 3] ; [13, 19]
[15, 21] ; [41, 45]
[0, 6] ; [16, 20]
[46, 49] ; [97, 102]
[45, 57] ; [6, 12]
[21, 27] ; [74, 78]
[0, 7] ; [16, 20]
[0, 2] ; [5, 7]
[0, 3] ; [31, 33]
[0, 7] ; [8, 32]
[78, 82] ; [107, 109]
[3, 8] ; [143, 145]
[3, 19] ; [54, 60]
[30, 34] ; [86, 90]
[0, 7] ; [12, 14]
[0, 5] ; [43, 47]
[2, 11] ; [84, 89]
[9, 11] ; [47, 56]
[1, 4] ; [55, 58]
[9, 12] ; [116, 120]
[6, 9] ; [75, 80]
[32, 34] ; [37, 40]
[5, 10] ; [11, 20]
[4, 6] ; [52, 59]
[20, 23] ; [10, 14]
[0, 6] ; [39, 45]
[0, 2] ; [10, 14]
[48, 57] ; [121, 123]
[1, 5] ; [63, 68]
[3, 10] ; [31, 34]
[0, 5] ; [7, 15]
[54, 61] ; [62, 65]
[28, 32] ; [144, 146]
[0, 3] ; [54, 58]
[11, 13] ; [54, 58]
[0, 3] ; [15, 17]
[0, 10] ; [172, 176]
[1, 6] ; [7, 19]
[0, 3] ; [16, 18]
[0, 5] ; [6, 21]
[13, 15] ; [37, 50]
[0, 3] ; [30, 39]
[0, 1] ; [24, 28]
[0, 5] ; [7, 14]
[2, 6] ; [33, 35]
[0, 10] ; [70, 78]
[2, 5] ; [6, 17]
[50, 58] ; [104, 106]
[25, 29] ; [65, 69]
[0, 5] ; [25, 26]
[6, 10] ; [55, 59]
[6, 9] ; [30, 36]
[0, 5] ; [14, 17]
[0, 3] ; [27, 31]
[118, 120] ; [79, 82]
[0, 7] ; [18, 22]
[37, 40] ; [63, 65]
[0, 3] ; [14, 19]
[199, 204] ; [2, 4]
[9, 14] ; [40, 44]
[58, 79] ; [80, 82]
[0, 6] ; [7, 10]
[6, 13] ; [-1, 17]
[0, 2] ; [40, 42]
[0, 7] ; [41, 47]
[27, 33] ; [38, 45]
[25, 29] ; [14, 22]
[0, 3] ; [55, 58]
[0, 10] ; [81, 87]
[0, 4] ; [42, 53]
[0, 5] ; [13, 16]
[4, 12] ; [31, 34]
[0, 4] ; [61, 66]
[33, 36] ; [83, 91]
[35, 38] ; [108, 112]
[16, 20] ; [28, 32]
[13, 43] ; [44, 47]
[9, 12] ; [46, 50]
[0, 5] ; [33, 41]
[0, 6] ; [11, 13]
[29, 36] ; [25, 28]
[0, 6] ; [48, 51]
[2, 11] ; [54, 62]
[42, 46] ; [67, 77]
[7, 17] ; [53, 59]
[28, 32] ; [129, 131]
[3, 7] ; [12, 23]
[4, 12] ; [67, 73]
[0, 5] ; [19, 26]
[0, 7] ; [76, 78]
[8, 17] ; [19, 28]
[47, 50] ; [75, 80]
[0, 3] ; [13, 16]
[0, 6] ; [30, 32]
[176, 183] ; [2, 4]
[0, 2] ; [22, 29]
[0, 9] ; [13, 16]
[0, 2] ; [17, 20]
[2, 9] ; [17, 46]
[55, 61] ; [62, 79]
[0, 6] ; [10, 16]
[0, 5] ; [21, 26]
[4, 10] ; [62, 67]
[62, 64] ; [75, 85]
[18, 20] ; [4, 9]
[0, 2] ; [58, 61]
[0, 5] ; [51, 61]
[0, 3] ; [47, 53]
[0, 7] ; [15, 21]
[21, 27] ; [51, 53]
[0, 5] ; [13, 21]
[0, 5] ; [14, 17]
[69, 80] ; [166, 176]
[35, 42] ; [91, 95]
[0, 4] ; [8, 13]
[0, 5] ; [64, 68]
[0, 5] ; [7, 12]
[15, 20] ; [25, 27]
[194, 200] ; [201, 205]
[3, 7] ; [30, 32]
[52, 61] ; [80, 84]
[35, 42] ; [3, 7]
[36, 42] ; [62, 68]
[0, 3] ; [37, 44]
[10, 12] ; [-1, 17]
[0, 1] ; [19, 24]
[28, 36] ; [37, 45]
[3, 11] ; [20, 50]
[-1, 18] ; [4, 8]
[48, 50] ; [12, 16]
[3, 8] ; [82, 85]
[7, 11] ; [39, 49]
[23, 27] ; [89, 95]
[0, 6] ; [30, 39]
[60, 64] ; [40, 45]
[0, 9] ; [35, 38]
[2, 9] ; [75, 77]
[0, 6] ; [60, 63]
[42, 47] ; [33, 35]
[3, 8] ; [99, 106]
[3, 8] ; [18, 38]
[10, 13] ; [28, 33]
[63, 69] ; [81, 85]
[0, 4] ; [6, 12]
[0, 3] ; [38, 42]
[0, 4] ; [90, 98]
[51, 61] ; [4, 7]
[24, 27] ; [37, 41]
[2, 4] ; [31, 37]
[8, 12] ; [27, 32]
[46, 52] ; [124, 127]
[3, 8] ; [35, 38]
[31, 37] ; [16, 21]
[0, 3] ; [109, 114]
[0, 7] ; [50, 55]
[0, 4] ; [8, 14]
[8, 13] ; [48, 55]
[29, 32] ; [70, 75]
[1, 7] ; [27, 31]
[0, 7] ; [66, 68]
[3, 9] ; [79, 81]
[44, 47] ; [65, 71]
[9, 15] ; [86, 91]
[0, 4] ; [8, 11]
[7, 10] ; [77, 82]
[0, 5] ; [120, 131]
[34, 40] ; [5, 8]
[15, 17] ; [3, 10]
[0, 7] ; [25, 34]
[0, 5] ; [35, 40]
[23, 33] ; [34, 76]
[0, 4] ; [32, 34]
[18, 24] ; [46, 50]
[0, 4] ; [135, 137]
[21, 31] ; [58, 61]
[10, 14] ; [59, 61]
[11, 14] ; [23, 31]
[3, 8] ; [28, 31]
[43, 51] ; [97, 101]
[0, 7] ; [34, 37]
[0, 6] ; [15, 19]
[8, 12] ; [17, 23]
[0, 4] ; [22, 29]
[19, 22] ; [32, 34]
[11, 34] ; [35, 37]
[24, 29] ; [18, 22]
[23, 28] ; [44, 48]
[80, 85] ; [164, 168]
[18, 42] ; [43, 45]
[4, 14] ; [87, 90]
[7, 11] ; [32, 36]
[7, 10] ; [21, 25]
[7, 10] ; [13, 19]
[0, 2] ; [6, 8]
[32, 40] ; [15, 18]
[34, 40] ; [52, 58]
[0, 6] ; [85, 90]
[6, 11] ; [18, 25]
[0, 5] ; [14, 16]
[0, 7] ; [69, 76]
[0, 5] ; [19, 24]
[0, 5] ; [9, 13]
[0, 6] ; [54, 62]
[0, 10] ; [100, 108]
[4, 9] ; [60, 69]
[13, 16] ; [55, 62]
[2, 12] ; [115, 122]
[0, 4] ; [30, 33]
[9, 12] ; [44, 46]
[0, 7] ; [51, 53]
[21, 26] ; [17, 21]
[0, 7] ; [22, 28]
[4, 9] ; [49, 53]
[11, 17] ; [20, 25]
[43, 53] ; [132, 140]
[0, 5] ; [30, 33]
[4, 8] ; [60, 63]
[3, 11] ; [57, 61]
[0, 5] ; [58, 60]
[0, 7] ; [15, 18]
[4, 9] ; [35, 37]
[37, 40] ; [79, 81]
[0, 5] ; [12, 16]
[15, 20] ; [3, 12]
[0, 2] ; [6, 11]
[0, 6] ; [33, 36]
[13, 17] ; [24, 32]
[13, 17] ; [89, 92]
[-1, 18] ; [10, 37]
[0, 2] ; [6, 11]
[0, 7] ; [77, 80]
[0, 7] ; [63, 68]
[8, 14] ; [24, 28]
[0, 2] ; [22, 24]
[0, 5] ; [63, 67]
[23, 30] ; [103, 106]
[2, 21] ; [24, 32]
[3, 5] ; [132, 141]
[12, 15] ; [177, 179]
[3, 9] ; [20, 50]
[7, 10] ; [11, 19]
[0, 4] ; [23, 35]
[93, 98] ; [113, 124]
[0, 2] ; [46, 53]
[5, 7] ; [75, 81]
[-1, 18] ; [3, 7]
[4, 9] ; [15, 22]
[0, 2] ; [11, 15]
[6, 12] ; [75, 79]
[37, 45] ; [47, 67]
[2, 11] ; [84, 85]
[41, 47] ; [62, 66]
[63, 69] ; [0, 9]
[3, 9] ; [70, 75]
[2, 9] ; [30, 32]
[6, 9] ; [39, 42]
[18, 21] ; [3, 9]
[0, 5] ; [9, 14]
[42, 45] ; [118, 121]
[10, 15] ; [71, 75]
[32, 37] ; [56, 59]
[0, 3] ; [79, 88]
[3, 11] ; [59, 71]
[0, 7] ; [9, 18]
[0, 8] ; [12, 16]
[146, 149] ; [152, 154]
[9, 19] ; [26, 29]
[0, 6] ; [16, 20]
[0, 2] ; [73, 78]
[0, 9] ; [34, 41]
[0, 6] ; [40, 45]
[9, 14] ; [22, 29]
[4, 8] ; [56, 64]
[13, 17] ; [70, 74]
[3, 12] ; [31, 70]
[0, 3] ; [8, 13]
[0, 5] ; [20, 24]
[25, 33] ; [43, 45]
[0, 6] ; [120, 126]
[17, 20] ; [52, 55]
[6, 11] ; [29, 31]
[0, 4] ; [42, 45]
[0, 6] ; [44, 49]
[11, 19] ; [0, 6]
[0, 5] ; [27, 31]
[2, 11] ; [65, 71]
[0, 2] ; [35, 38]
[0, 4] ; [27, 33]
[90, 92] ; [93, 96]
[0, 5] ; [21, 25]
[2, 4] ; [32, 41]
[-1, 18] ; [120, 123]
[10, 15] ; [26, 29]
[71, 78] ; [34, 38]
[3, 11] ; [35, 37]
[0, 5] ; [29, 36]
[0, 6] ; [21, 25]
[55, 59] ; [-1, 17]
[0, 6] ; [27, 30]
[10, 12] ; [16, 18]
[0, 9] ; [13, 15]
[44, 47] ; [9, 15]
[19, 25] ; [42, 45]
[0, 4] ; [115, 119]
[11, 13] ; [15, 16]
[0, 5] ; [158, 161]
[0, 3] ; [11, 15]
[0, 3] ; [15, 19]
[8, 13] ; [156, 166]
[0, 3] ; [37, 39]
[63, 69] ; [74, 76]
[0, 5] ; [32, 37]
[121, 128] ; [99, 104]
[6, 10] ; [91, 94]
[32, 35] ; [9, 13]
[2, 12] ; [115, 122]
[9, 15] ; [18, 22]
[25, 28] ; [14, 22]
[0, 5] ; [37, 39]
[3, 7] ; [69, 75]
[7, 12] ; [20, 26]
[0, 3] ; [12, 15]
[33, 40] ; [25, 28]
[0, 10] ; [85, 88]
[9, 15] ; [129, 131]
[2, 8] ; [15, 31]
[148, 152] ; [130, 136]
[4, 9] ; [44, 53]
[20, 25] ; [14, 18]
[0, 6] ; [46, 49]
[0, 6] ; [9, 11]
[0, 4] ; [9, 16]
[4, 7] ; [49, 59]
[3, 9] ; [23, 26]
[0, 6] ; [12, 14]
[4, 8] ; [49, 51]
[5, 11] ; [69, 75]
[56, 58] ; [78, 80]
[0, 8] ; [27, 34]
[2, 7] ; [117, 122]
[0, 3] ; [13, 19]
[29, 35] ; [152, 159]
[0, 4] ; [7, 14]
[51, 57] ; [58, 76]
[0, 3] ; [47, 50]
[0, 6] ; [29, 37]
[23, 27] ; [17, 21]
[0, 3] ; [17, 21]
[10, 12] ; [38, 44]
[10, 13] ; [28, 33]
[8, 15] ; [29, 35]
[0, 6] ; [8, 12]
[5, 10] ; [89, 96]
[0, 3] ; [21, 26]
[3, 11] ; [85, 88]
[0, 2] ; [30, 33]
[0, 4] ; [12, 14]
[2, 10] ; [109, 115]
[14, 20] ; [41, 45]
[0, 4] ; [92, 99]
[7, 13] ; [28, 30]
[0, 5] ; [41, 45]
[12, 19] ; [38, 42]
[0, 2] ; [58, 67]
[65, 68] ; [55, 62]
[99, 101] ; [29, 37]
[3, 9] ; [71, 77]
[6, 11] ; [24, 28]
[0, 5] ; [9, 11]
[0, 6] ; [12, 16]
[0, 4] ; [7, 13]
[2, 8] ; [75, 79]
[0, 3] ; [10, 14]
[30, 34] ; [131, 135]
[0, 5] ; [22, 28]
[21, 27] ; [39, 50]
[0, 7] ; [48, 57]
