[85, 90] ; [127, 136]
[18, 27] ; [44, 46]
[214, 218] ; [152, 155]
[0, 6] ; [56, 60]
[0, 9] ; [42, 49]
[0, 9] ; [25, 29]
[0, 6] ; [31, 35]
[3, 6] ; [82, 85]
[0, 6] ; [50, 55]
[0, 3] ; [7, 16]
[0, 7] ; [68, 72]
[0, 4] ; [47, 49]
[15, 28] ; [0, 4]
[11, 22] ; [37, 44]
[6, 9] ; [44, 54]
[6, 9] ; [52, 56]
[2, 11] ; [55, 58]
[29, 31] ; [58, 61]
[0, 6] ; [65, 70]
[5, 8] ; [143, 145]
[240, 243] ; [244, 257]
[0, 6] ; [76, 80]
[19, 23] ; [36, 40]
[0, 5] ; [16, 23]
[15, 19] ; [111, 114]
[2, 9] ; [40, 44]
[0, 11] ; [41, 45]
[3, 6] ; [27, 32]
[0, 6] ; [10, 14]
[8, 11] ; [47, 53]
[0, 5] ; [29, 45]
[1, 9] ; [45, 48]
[25, 33] ; [98, 100]
[-1, 18] ; [40, 43]
[8, 13] ; [23, 26]
[6, 9] ; [17, 24]
[4, 12] ; [78, 83]
[16, 19] ; [117, 127]
[0, 12] ; [40, 45]
[0, 6] ; [10, 17]
[21, 24] ; [0, 9]
[0, 3] ; [35, 37]
[0, 7] ; [8, 32]
[15, 21] ; [38, 45]
[2, 7] ; [53, 57]
[28, 33] ; [11, 15]
[11, 17] ; [0, 8]
[6, 10] ; [50, 55]
[29, 32] ; [9, 14]
[4, 12] ; [18, 22]
[0, 5] ; [37, 39]
[18, 24] ; [85, 88]
[0, 3] ; [33, 36]
[0, 2] ; [16, 20]
[74, 93] ; [63, 69]
[61, 65] ; [20, 24]
[0, 7] ; [33, 38]
[0, 4] ; [59, 66]
[2, 6] ; [108, 112]
[0, 6] ; [17, 21]
[0, 5] ; [11, 15]
[0, 3] ; [19, 21]
[0, 4] ; [12, 25]
[35, 42] ; [68, 73]
[0, 7] ; [30, 34]
[39, 45] ; [119, 123]
[3, 7] ; [30, 35]
[35, 45] ; [69, 74]
[0, 7] ; [22, 25]
[0, 6] ; [33, 36]
[10, 12] ; [58, 63]
[88, 97] ; [38, 41]
[3, 10] ; [109, 113]
[0, 2] ; [6, 9]
[6, 9] ; [20, 26]
[45, 47] ; [58, 62]
[0, 6] ; [19, 24]
[3, 8] ; [140, 142]
[26, 29] ; [57, 61]
[0, 7] ; [23, 27]
[1, 8] ; [26, 30]
[5, 11] ; [36, 38]
[3, 8] ; [61, 69]
[0, 6] ; [48, 53]
[3, 10] ; [0, 2]
[17, 24] ; [38, 40]
[2, 7] ; [110, 114]
[5, 8] ; [56, 63]
[23, 32] ; [112, 117]
[0, 7] ; [17, 21]
[23, 25] ; [35, 39]
[6, 13] ; [72, 74]
[3, 9] ; [93, 103]
[3, 7] ; [12, 23]
[2, 10] ; [98, 105]
[0, 3] ; [79, 85]
[8, 13] ; [50, 59]
[6, 10] ; [4, 6]
[2, 8] ; [81, 84]
[0, 6] ; [146, 151]
[0, 4] ; [81, 83]
[2, 7] ; [71, 77]
[0, 3] ; [21, 27]
[214, 218] ; [165, 168]
[8, 15] ; [16, 20]
[0, 6] ; [54, 59]
[3, 9] ; [21, 42]
[0, 3] ; [47, 49]
[2, 8] ; [44, 60]
[118, 130] ; [225, 228]
[0, 10] ; [14, 18]
[9, 19] ; [26, 29]
[0, 3] ; [43, 48]
[53, 57] ; [58, 77]
[0, 9] ; [25, 30]
[68, 74] ; [103, 111]
[0, 5] ; [44, 50]
[26, 43] ; [15, 20]
[189, 191] ; [203, 205]
[0, 4] ; [38, 43]
[6, 10] ; [34, 44]
[46, 49] ; [58, 59]
[0, 6] ; [50, 55]
[2, 7] ; [105, 109]
[31, 34] ; [104, 112]
[3, 7] ; [4, 6]
[0, 8] ; [15, 19]
[3, 10] ; [52, 58]
[0, 6] ; [25, 31]
[0, 5] ; [32, 38]
[0, 5] ; [31, 40]
[27, 31] ; [0, 4]
[0, 5] ; [9, 11]
[13, 17] ; [77, 79]
[0, 4] ; [42, 48]
[9, 12] ; [87, 90]
[18, 21] ; [2, 4]
[212, 217] ; [221, 230]
[0, 2] ; [36, 40]
[0, 2] ; [15, 17]
[6, 10] ; [10, 14]
[131, 134] ; [43, 46]
[6, 14] ; [35, 37]
[46, 53] ; [54, 67]
[21, 29] ; [7, 10]
[2, 7] ; [76, 81]
[13, 18] ; [38, 42]
[9, 13] ; [51, 61]
[3, 6] ; [0, 2]
[0, 8] ; [11, 14]
[53, 56] ; [0, 4]
[0, 2] ; [24, 26]
[49, 53] ; [73, 77]
[24, 31] ; [0, 3]
[0, 4] ; [5, 9]
[2, 8] ; [61, 67]
[58, 65] ; [66, 109]
[0, 8] ; [23, 27]
[3, 10] ; [49, 58]
[15, 19] ; [23, 28]
[50, 54] ; [80, 87]
[0, 7] ; [11, 17]
[7, 13] ; [42, 49]
[0, 3] ; [54, 59]
[9, 13] ; [15, 18]
[12, 15] ; [60, 62]
[0, 2] ; [12, 14]
[0, 3] ; [81, 88]
[6, 11] ; [34, 40]
[0, 4] ; [30, 36]
[57, 63] ; [87, 89]
[5, 11] ; [12, 16]
[0, 5] ; [28, 36]
[9, 15] ; [73, 75]
[45, 48] ; [75, 77]
[0, 7] ; [53, 57]
[1, 7] ; [64, 66]
[151, 158] ; [8, 11]
[4, 9] ; [39, 45]
[21, 26] ; [55, 64]
[0, 3] ; [10, 17]
[4, 6] ; [60, 62]
[0, 4] ; [55, 57]
[12, 15] ; [58, 62]
[20, 22] ; [-1, 17]
[0, 4] ; [5, 8]
[10, 15] ; [17, 21]
[0, 5] ; [51, 57]
[0, 11] ; [15, 21]
[4, 9] ; [39, 45]
[7, 13] ; [53, 56]
[0, 5] ; [6, 8]
[0, 2] ; [8, 13]
[25, 33] ; [55, 60]
[7, 10] ; [48, 52]
[0, 6] ; [64, 71]
[118, 120] ; [79, 82]
[14, 17] ; [64, 71]
[0, 3] ; [-1, 17]
[2, 7] ; [44, 54]
[7, 13] ; [59, 66]
[0, 5] ; [8, 19]
[3, 6] ; [145, 154]
[0, 6] ; [10, 17]
[3, 9] ; [85, 87]
[0, 6] ; [18, 33]
[2, 8] ; [22, 25]
[81, 85] ; [13, 22]
[27, 35] ; [36, 41]
[0, 6] ; [30, 32]
[7, 9] ; [54, 62]
[12, 15] ; [17, 19]
[0, 5] ; [19, 21]
[0, 3] ; [19, 24]
[0, 2] ; [-1, 17]
[3, 8] ; [19, 27]
[19, 22] ; [35, 42]
[1, 5] ; [41, 54]
[11, 14] ; [23, 27]
[24, 29] ; [30, 46]
[3, 10] ; [67, 76]
[37, 41] ; [106, 109]
[0, 4] ; [118, 124]
[9, 13] ; [105, 110]
[11, 16] ; [-1, 17]
[63, 69] ; [2, 5]
[0, 7] ; [28, 32]
[0, 2] ; [50, 52]
[0, 5] ; [38, 41]
[0, 4] ; [7, 10]
[14, 19] ; [71, 75]
[0, 11] ; [24, 33]
[2, 9] ; [111, 116]
[3, 8] ; [134, 137]
[0, 8] ; [148, 152]
[120, 126] ; [130, 132]
[0, 2] ; [40, 44]
[50, 55] ; [0, 7]
[9, 11] ; [58, 60]
[0, 5] ; [78, 88]
[2, 4] ; [84, 86]
[0, 2] ; [87, 89]
[43, 50] ; [29, 32]
[3, 8] ; [79, 83]
[7, 11] ; [42, 46]
[0, 6] ; [10, 12]
[12, 18] ; [94, 98]
[0, 7] ; [17, 23]
[0, 3] ; [173, 177]
[0, 4] ; [23, 31]
[6, 15] ; [55, 57]
[85, 88] ; [95, 97]
[0, 3] ; [53, 56]
[8, 13] ; [26, 31]
[31, 41] ; [82, 87]
[0, 2] ; [24, 27]
[0, 6] ; [29, 37]
[8, 14] ; [15, 18]
[13, 17] ; [45, 47]
[2, 5] ; [87, 95]
[33, 36] ; [64, 72]
[0, 8] ; [67, 69]
[0, 3] ; [81, 86]
[0, 2] ; [13, 21]
[7, 14] ; [19, 22]
[98, 107] ; [116, 120]
[17, 22] ; [7, 9]
[7, 14] ; [15, 43]
[65, 71] ; [52, 62]
[15, 23] ; [37, 44]
[2, 8] ; [55, 58]
[3, 11] ; [105, 107]
[0, 6] ; [10, 17]
[0, 6] ; [101, 107]
[2, 9] ; [37, 43]
[-1, 18] ; [15, 19]
[0, 4] ; [5, 9]
[0, 5] ; [16, 22]
[9, 14] ; [0, 5]
[0, 7] ; [75, 81]
[27, 37] ; [41, 51]
[4, 9] ; [78, 82]
[38, 43] ; [86, 93]
[0, 2] ; [23, 26]
[30, 35] ; [57, 65]
[3, 11] ; [150, 155]
[5, 10] ; [49, 52]
[0, 5] ; [6, 10]
[0, 3] ; [33, 41]
[0, 6] ; [21, 24]
[6, 12] ; [21, 25]
[0, 7] ; [8, 33]
[133, 136] ; [57, 61]
[47, 49] ; [12, 15]
[0, 7] ; [65, 74]
[25, 32] ; [61, 63]
[2, 11] ; [31, 41]
[0, 6] ; [69, 72]
[23, 27] ; [48, 58]
[2, 7] ; [13, 31]
[2, 6] ; [73, 77]
[66, 70] ; [80, 86]
[37, 42] ; [116, 119]
[0, 9] ; [77, 81]
[28, 31] ; [7, 24]
[10, 13] ; [81, 88]
[0, 6] ; [20, 22]
[0, 5] ; [6, 8]
[9, 14] ; [25, 30]
[0, 6] ; [8, 10]
[0, 3] ; [14, 18]
[0, 9] ; [12, 17]
[13, 18] ; [34, 43]
[0, 5] ; [33, 40]
[2, 7] ; [129, 132]
[0, 4] ; [78, 87]
[46, 54] ; [36, 38]
[0, 3] ; [91, 95]
[46, 52] ; [28, 30]
[0, 6] ; [13, 15]
[3, 6] ; [24, 33]
[54, 60] ; [67, 70]
[78, 80] ; [29, 33]
[3, 7] ; [176, 179]
[0, 7] ; [24, 30]
[18, 21] ; [9, 16]
[0, 7] ; [78, 82]
[0, 9] ; [-1, 17]
[5, 12] ; [22, 24]
[2, 11] ; [15, 19]
[5, 10] ; [208, 212]
[0, 3] ; [87, 96]
[5, 11] ; [-1, 17]
[95, 101] ; [74, 81]
[0, 5] ; [11, 19]
[4, 6] ; [27, 31]
[0, 13] ; [85, 91]
[19, 26] ; [40, 45]
[3, 9] ; [75, 77]
[4, 8] ; [80, 90]
[2, 5] ; [35, 40]
[7, 14] ; [51, 53]
[81, 89] ; [27, 31]
[65, 69] ; [7, 12]
[2, 10] ; [118, 127]
[0, 10] ; [23, 27]
[0, 2] ; [60, 63]
[0, 6] ; [36, 38]
[2, 4] ; [36, 43]
[0, 5] ; [62, 68]
[8, 11] ; [138, 149]
[63, 68] ; [-1, 17]
[10, 15] ; [53, 57]
[0, 3] ; [56, 65]
[52, 54] ; [0, 8]
[6, 14] ; [23, 30]
[43, 50] ; [51, 68]
[0, 9] ; [17, 20]
[0, 5] ; [103, 108]
[25, 32] ; [36, 40]
[0, 6] ; [21, 26]
[0, 6] ; [30, 32]
[24, 29] ; [13, 16]
[191, 197] ; [198, 201]
[0, 2] ; [3, 9]
[0, 2] ; [99, 103]
[0, 3] ; [15, 19]
[6, 14] ; [75, 91]
[0, 7] ; [144, 152]
[0, 11] ; [-1, 17]
[0, 4] ; [43, 46]
[8, 15] ; [59, 70]
[9, 15] ; [27, 29]
[4, 8] ; [38, 40]
[0, 3] ; [10, 12]
[0, 3] ; [5, 13]
[0, 3] ; [7, 14]
[0, 3] ; [6, 10]
[0, 6] ; [42, 83]
[15, 21] ; [0, 2]
[0, 5] ; [43, 49]
[29, 31] ; [19, 22]
[0, 6] ; [100, 105]
[17, 24] ; [2, 7]
[6, 9] ; [38, 46]
[2, 11] ; [55, 58]
[0, 7] ; [41, 45]
[2, 9] ; [98, 100]
[0, 5] ; [66, 68]
[2, 11] ; [35, 45]
[6, 11] ; [39, 45]
[102, 108] ; [0, 9]
[0, 2] ; [155, 157]
[63, 68] ; [79, 81]
[23, 29] ; [20, 22]
[40, 43] ; [25, 29]
[41, 47] ; [84, 87]
[15, 19] ; [40, 47]
[39, 44] ; [65, 69]
[36, 41] ; [82, 84]
[0, 4] ; [23, 27]
[0, 6] ; [15, 32]
[34, 41] ; [143, 150]
[4, 7] ; [38, 44]
[6, 8] ; [37, 40]
[0, 7] ; [51, 55]
[0, 3] ; [8, 14]
[9, 19] ; [46, 47]
[0, 3] ; [11, 16]
[0, 6] ; [22, 25]
[2, 10] ; [82, 84]
[3, 8] ; [82, 86]
[-1, 18] ; [56, 62]
[0, 4] ; [48, 56]
[122, 129] ; [3, 8]
[0, 5] ; [-1, 17]
[0, 2] ; [119, 122]
[125, 132] ; [164, 169]
[6, 11] ; [18, 24]
[3, 9] ; [38, 42]
[43, 48] ; [32, 35]
[0, 5] ; [57, 61]
[33, 37] ; [74, 78]
[0, 4] ; [48, 53]
[2, 12] ; [55, 58]
[16, 18] ; [52, 56]
[164, 167] ; [175, 180]
[0, 3] ; [52, 56]
[0, 6] ; [123, 125]
[0, 5] ; [51, 54]
[0, 3] ; [11, 16]
[18, 26] ; [87, 93]
[27, 31] ; [43, 45]
[12, 15] ; [57, 61]
[0, 5] ; [41, 44]
[0, 2] ; [120, 123]
[3, 7] ; [82, 84]
[2, 10] ; [78, 88]
[0, 5] ; [46, 54]
[0, 6] ; [75, 78]
[0, 4] ; [19, 24]
[6, 10] ; [59, 64]
[55, 65] ; [110, 114]
[54, 57] ; [86, 95]
[3, 10] ; [47, 51]
[85, 91] ; [121, 125]
[116, 120] ; [128, 135]
[4, 9] ; [109, 114]
[7, 9] ; [78, 82]
[3, 12] ; [94, 105]
[0, 6] ; [72, 77]
[0, 3] ; [7, 16]
[11, 16] ; [109, 111]
[2, 7] ; [22, 26]
[11, 18] ; [43, 47]
[0, 2] ; [3, 6]
[9, 12] ; [65, 68]
[0, 6] ; [28, 30]
[6, 9] ; [59, 63]
[7, 13] ; [0, 5]
[0, 10] ; [15, 24]
[0, 3] ; [21, 25]
[0, 2] ; [45, 53]
[0, 6] ; [17, 21]
[5, 7] ; [15, 20]
[0, 5] ; [32, 36]
[29, 36] ; [60, 63]
[0, 6] ; [47, 49]
[0, 5] ; [12, 14]
[10, 14] ; [50, 57]
[64, 68] ; [85, 93]
[3, 8] ; [22, 24]
[9, 12] ; [15, 21]
[0, 5] ; [20, 24]
[0, 5] ; [15, 24]
[43, 50] ; [120, 128]
[49, 59] ; [60, 63]
[0, 7] ; [60, 63]
[0, 5] ; [38, 41]
[0, 4] ; [28, 36]
[3, 6] ; [46, 48]
[64, 69] ; [157, 160]
[0, 7] ; [34, 40]
[3, 9] ; [107, 110]
[3, 9] ; [95, 98]
[0, 3] ; [54, 59]
[18, 21] ; [5, 8]
[10, 17] ; [36, 43]
[36, 45] ; [72, 75]
[0, 7] ; [21, 26]
[-1, 18] ; [19, 21]
[11, 17] ; [20, 24]
[-1, 18] ; [26, 30]
[0, 2] ; [98, 102]
[9, 13] ; [70, 75]
[6, 10] ; [70, 73]
[30, 37] ; [9, 12]
[17, 23] ; [24, 26]
[7, 14] ; [16, 18]
[52, 61] ; [74, 80]
[0, 9] ; [48, 51]
[0, 3] ; [66, 70]
[0, 5] ; [23, 27]
[3, 9] ; [0, 3]
[9, 15] ; [65, 69]
[0, 5] ; [62, 79]
[5, 8] ; [16, 22]
[0, 6] ; [10, 17]
[58, 62] ; [92, 101]
[0, 6] ; [30, 40]
[0, 3] ; [14, 17]
[22, 27] ; [11, 20]
[6, 11] ; [44, 51]
[0, 5] ; [51, 57]
[0, 3] ; [59, 64]
[1, 9] ; [115, 121]
[85, 89] ; [90, 101]
[13, 17] ; [80, 86]
[3, 8] ; [165, 171]
[3, 11] ; [68, 70]
[0, 4] ; [43, 45]
[114, 119] ; [100, 103]
[50, 57] ; [58, 61]
[5, 10] ; [71, 88]
[0, 5] ; [42, 46]
[60, 65] ; [66, 88]
[7, 12] ; [20, 28]
[30, 32] ; [82, 86]
[0, 4] ; [23, 26]
[0, 7] ; [25, 33]
[0, 7] ; [11, 16]
[29, 32] ; [9, 14]
[11, 16] ; [79, 84]
[120, 125] ; [127, 129]
[41, 45] ; [78, 80]
[0, 3] ; [11, 15]
[0, 2] ; [37, 41]
[0, 5] ; [11, 16]
[24, 31] ; [3, 14]
[1, 4] ; [7, 11]
[3, 5] ; [166, 173]
[56, 63] ; [0, 4]
[0, 10] ; [48, 53]
[66, 73] ; [15, 23]
[2, 6] ; [85, 87]
[2, 9] ; [10, 21]
[3, 11] ; [68, 75]
[65, 68] ; [115, 118]
[0, 5] ; [17, 21]
[22, 25] ; [6, 13]
[0, 6] ; [30, 34]
[0, 9] ; [27, 33]
[65, 70] ; [80, 86]
[0, 6] ; [78, 82]
[3, 8] ; [110, 116]
[2, 7] ; [36, 38]
[0, 6] ; [63, 67]
[9, 13] ; [39, 47]
[0, 8] ; [15, 18]
[0, 10] ; [145, 151]
[120, 125] ; [134, 138]
[26, 43] ; [15, 20]
[0, 2] ; [31, 34]
[57, 60] ; [13, 20]
[0, 4] ; [13, 22]
[3, 11] ; [20, 48]
[113, 116] ; [85, 89]
[9, 14] ; [168, 172]
[0, 10] ; [35, 37]
[8, 14] ; [94, 101]
[57, 64] ; [65, 88]
[4, 6] ; [36, 40]
[0, 6] ; [36, 38]
[3, 6] ; [34, 38]
[77, 83] ; [84, 106]
[6, 10] ; [25, 29]
[0, 6] ; [36, 44]
[2, 8] ; [120, 133]
[0, 9] ; [10, 14]
[0, 3] ; [14, 19]
[44, 54] ; [55, 85]
[11, 13] ; [15, 25]
[36, 43] ; [58, 61]
[0, 3] ; [7, 14]
[42, 47] ; [9, 28]
[21, 28] ; [29, 32]
[15, 23] ; [26, 35]
[0, 8] ; [19, 24]
[2, 6] ; [9, 13]
[0, 2] ; [55, 59]
[17, 20] ; [37, 41]
[44, 50] ; [15, 17]
[3, 12] ; [82, 84]
[0, 6] ; [12, 20]
[0, 3] ; [13, 18]
[0, 4] ; [28, 30]
[0, 3] ; [36, 38]
[0, 6] ; [50, 54]
[46, 51] ; [30, 34]
[0, 7] ; [38, 40]
[0, 3] ; [10, 13]
[0, 3] ; [16, 20]
[3, 6] ; [33, 41]
[0, 3] ; [92, 97]
[34, 39] ; [55, 57]
[38, 48] ; [28, 33]
[73, 77] ; [64, 67]
[0, 4] ; [18, 20]
[0, 4] ; [100, 105]
[0, 3] ; [72, 75]
[8, 15] ; [102, 111]
[113, 116] ; [90, 92]
[6, 11] ; [14, 15]
[0, 3] ; [9, 16]
[0, 5] ; [26, 30]
[47, 55] ; [12, 16]
[0, 5] ; [51, 56]
[144, 150] ; [166, 170]
[59, 67] ; [98, 101]
[60, 63] ; [105, 112]
[29, 31] ; [44, 45]
[2, 6] ; [76, 80]
[2, 5] ; [47, 49]
[12, 17] ; [63, 67]
[0, 6] ; [13, 17]
[6, 9] ; [30, 32]
[0, 5] ; [59, 63]
[0, 6] ; [10, 16]
[62, 69] ; [86, 88]
[2, 7] ; [24, 29]
[3, 11] ; [3, 6]
[1, 4] ; [127, 132]
[7, 12] ; [26, 35]
[4, 9] ; [43, 48]
[2, 10] ; [86, 88]
[0, 10] ; [15, 20]
[0, 6] ; [23, 27]
[0, 6] ; [48, 50]
[56, 59] ; [8, 18]
[37, 39] ; [14, 18]
[31, 36] ; [41, 46]
[8, 15] ; [87, 89]
[113, 122] ; [-1, 17]
[0, 6] ; [16, 19]
[12, 15] ; [27, 31]
[0, 5] ; [19, 23]
[8, 16] ; [53, 59]
[0, 7] ; [19, 23]
[0, 5] ; [22, 27]
[12, 15] ; [32, 34]
[0, 5] ; [42, 45]
[0, 6] ; [30, 34]
[55, 58] ; [24, 28]
[118, 130] ; [139, 147]
[0, 6] ; [9, 12]
[0, 6] ; [34, 40]
[-1, 18] ; [48, 52]
[11, 16] ; [81, 85]
[0, 2] ; [22, 26]
[0, 3] ; [42, 48]
[0, 4] ; [-1, 17]
[0, 5] ; [158, 163]
[20, 24] ; [0, 5]
[9, 14] ; [42, 45]
[10, 16] ; [62, 70]
[0, 3] ; [34, 36]
[3, 11] ; [64, 69]
[41, 46] ; [51, 57]
[0, 3] ; [5, 7]
[8, 10] ; [72, 75]
[0, 5] ; [8, 12]
[20, 22] ; [135, 137]
[0, 3] ; [8, 14]
[0, 4] ; [8, 15]
[0, 10] ; [113, 116]
[0, 7] ; [35, 39]
[30, 35] ; [43, 47]
[36, 40] ; [62, 64]
[0, 6] ; [26, 28]
[11, 20] ; [13, 17]
[6, 10] ; [21, 24]
[85, 90] ; [91, 111]
[0, 7] ; [21, 23]
[75, 78] ; [2, 8]
[0, 4] ; [42, 44]
[65, 69] ; [96, 102]
[0, 2] ; [65, 70]
[0, 6] ; [12, 15]
[0, 8] ; [65, 69]
[0, 3] ; [21, 26]
[81, 84] ; [44, 53]
[0, 6] ; [82, 86]
[0, 11] ; [55, 69]
[33, 35] ; [84, 87]
[0, 6] ; [45, 50]
[0, 3] ; [22, 26]
[0, 4] ; [54, 55]
[7, 14] ; [72, 76]
[0, 11] ; [34, 40]
[0, 5] ; [40, 44]
[0, 3] ; [36, 43]
[0, 6] ; [55, 57]
[10, 16] ; [48, 52]
[0, 10] ; [47, 51]
[46, 54] ; [65, 68]
[0, 6] ; [29, 33]
[0, 5] ; [62, 67]
[0, 7] ; [11, 18]
[64, 86] ; [56, 63]
[0, 3] ; [4, 7]
[0, 2] ; [18, 21]
[0, 6] ; [32, 36]
[-1, 18] ; [71, 80]
[10, 15] ; [35, 39]
[2, 8] ; [23, 27]
[0, 4] ; [22, 26]
[0, 4] ; [-1, 17]
[41, 44] ; [8, 12]
[49, 53] ; [81, 83]
[18, 21] ; [36, 38]
[7, 10] ; [82, 87]
[2, 7] ; [105, 110]
[71, 73] ; [11, 16]
[0, 5] ; [21, 41]
[6, 13] ; [50, 52]
[4, 6] ; [16, 19]
[0, 6] ; [22, 25]
[27, 37] ; [66, 70]
[10, 15] ; [111, 120]
[126, 132] ; [133, 135]
[18, 22] ; [97, 105]
[0, 3] ; [52, 61]
[2, 10] ; [140, 144]
[0, 6] ; [59, 66]
[29, 35] ; [134, 136]
[13, 17] ; [51, 56]
[0, 3] ; [76, 80]
[0, 4] ; [6, 13]
[15, 21] ; [97, 101]
[0, 3] ; [5, 11]
[9, 11] ; [59, 67]
[0, 5] ; [36, 41]
[0, 6] ; [-1, 17]
[8, 11] ; [25, 29]
[40, 42] ; [74, 76]
[0, 3] ; [43, 51]
[0, 4] ; [8, 14]
[1, 6] ; [7, 10]
[0, 3] ; [30, 35]
[0, 1] ; [8, 12]
[7, 13] ; [36, 42]
[98, 107] ; [199, 205]
[0, 5] ; [26, 36]
[0, 7] ; [55, 59]
[0, 5] ; [101, 105]
[21, 23] ; [-1, 17]
[13, 18] ; [68, 71]
[0, 3] ; [31, 33]
[0, 5] ; [28, 32]
[6, 10] ; [50, 54]
[9, 19] ; [68, 73]
[-1, 18] ; [44, 52]
[68, 73] ; [25, 33]
[0, 8] ; [12, 15]
[6, 16] ; [35, 40]
[3, 6] ; [70, 74]
[6, 13] ; [83, 89]
[21, 30] ; [99, 101]
[98, 101] ; [102, 114]
[63, 69] ; [77, 81]
[6, 11] ; [46, 49]
[23, 27] ; [0, 2]
[2, 8] ; [188, 192]
[0, 5] ; [34, 37]
[0, 5] ; [85, 89]
[13, 16] ; [73, 81]
[4, 9] ; [12, 15]
[3, 5] ; [12, 24]
[17, 19] ; [79, 82]
[63, 68] ; [40, 47]
[3, 12] ; [82, 84]
[86, 93] ; [17, 21]
[11, 15] ; [23, 25]
[16, 18] ; [60, 64]
[0, 2] ; [31, 37]
[5, 10] ; [-1, 17]
[0, 3] ; [68, 71]
[16, 19] ; [30, 34]
[0, 6] ; [177, 184]
[0, 6] ; [10, 18]
[3, 9] ; [16, 37]
[4, 6] ; [66, 68]
[2, 7] ; [76, 82]
[6, 11] ; [103, 109]
[37, 42] ; [116, 119]
[24, 32] ; [90, 92]
[14, 17] ; [34, 38]
[93, 98] ; [106, 110]
[0, 2] ; [11, 18]
[6, 11] ; [17, 22]
[0, 3] ; [30, 39]
[0, 7] ; [0, 3]
[43, 51] ; [52, 56]
[0, 3] ; [59, 67]
[46, 52] ; [28, 30]
[0, 3] ; [142, 144]
[0, 10] ; [167, 172]
[0, 3] ; [124, 129]
[69, 89] ; [40, 42]
[72, 77] ; [128, 135]
[22, 27] ; [81, 86]
[0, 3] ; [6, 8]
[0, 4] ; [156, 161]
[25, 34] ; [47, 51]
[0, 3] ; [8, 15]
[0, 4] ; [8, 14]
[13, 17] ; [174, 179]
[62, 66] ; [103, 105]
[0, 6] ; [9, 13]
[0, 4] ; [60, 65]
[26, 32] ; [33, 43]
[8, 13] ; [61, 66]
[11, 15] ; [36, 40]
[0, 10] ; [11, 48]
[0, 4] ; [26, 30]
[0, 4] ; [12, 14]
[10, 15] ; [2, 7]
[0, 7] ; [84, 88]
[0, 8] ; [25, 27]
[0, 5] ; [49, 51]
[0, 3] ; [7, 12]
[0, 5] ; [53, 57]
[0, 6] ; [29, 31]
[31, 35] ; [38, 44]
[8, 10] ; [36, 38]
[120, 123] ; [0, 5]
[4, 8] ; [69, 71]
[9, 15] ; [63, 70]
[2, 7] ; [15, 18]
[51, 61] ; [31, 37]
[38, 40] ; [50, 59]
[11, 16] ; [191, 198]
[110, 113] ; [136, 140]
[0, 3] ; [19, 22]
[0, 6] ; [90, 92]
[0, 3] ; [37, 42]
[0, 5] ; [121, 126]
[0, 10] ; [85, 88]
[2, 7] ; [4, 5]
[8, 13] ; [35, 43]
[12, 15] ; [99, 101]
[0, 4] ; [42, 46]
[0, 4] ; [10, 21]
[10, 12] ; [45, 49]
[3, 6] ; [24, 28]
[0, 4] ; [56, 64]
[0, 4] ; [144, 146]
[0, 6] ; [45, 51]
[3, 8] ; [247, 252]
[0, 3] ; [18, 23]
[0, 3] ; [46, 52]
[3, 8] ; [95, 96]
[0, 6] ; [147, 149]
[23, 30] ; [31, 35]
[0, 6] ; [7, 14]
[0, 2] ; [28, 32]
[44, 47] ; [13, 15]
[9, 16] ; [80, 84]
[3, 10] ; [16, 18]
[2, 8] ; [88, 91]
[-1, 18] ; [104, 110]
[0, 2] ; [8, 17]
[0, 6] ; [35, 39]
[9, 14] ; [71, 91]
[0, 3] ; [22, 26]
[0, 7] ; [124, 128]
[0, 4] ; [44, 48]
[61, 64] ; [73, 75]
[0, 6] ; [56, 80]
[90, 93] ; [40, 45]
[9, 13] ; [28, 31]
[22, 24] ; [41, 46]
[0, 4] ; [16, 20]
[2, 10] ; [116, 118]
[7, 11] ; [19, 24]
[0, 7] ; [61, 68]
[19, 22] ; [179, 187]
[0, 2] ; [166, 170]
[10, 15] ; [16, 19]
[0, 9] ; [45, 50]
[0, 7] ; [27, 33]
[0, 6] ; [10, 12]
[127, 129] ; [137, 139]
[0, 4] ; [16, 17]
[0, 5] ; [64, 74]
[14, 22] ; [78, 85]
[0, 10] ; [85, 88]
[0, 6] ; [12, 21]
[2, 8] ; [84, 88]
[75, 83] ; [84, 113]
[100, 103] ; [55, 58]
[147, 155] ; [124, 131]
[0, 5] ; [11, 20]
[23, 31] ; [51, 60]
[0, 4] ; [25, 31]
[0, 2] ; [4, 7]
[9, 14] ; [-1, 17]
[31, 34] ; [73, 78]
[0, 6] ; [30, 32]
[13, 16] ; [0, 10]
[0, 7] ; [36, 40]
[168, 175] ; [194, 201]
[7, 11] ; [61, 63]
[0, 6] ; [58, 61]
[0, 6] ; [37, 46]
[0, 3] ; [4, 8]
[70, 76] ; [92, 94]
[15, 20] ; [3, 12]
[11, 13] ; [95, 100]
[0, 7] ; [30, 32]
[0, 8] ; [14, 18]
[6, 10] ; [144, 146]
[11, 24] ; [44, 49]
[68, 78] ; [126, 128]
[0, 3] ; [77, 79]
[4, 10] ; [17, 33]
[0, 4] ; [20, 27]
[3, 7] ; [91, 96]
[0, 5] ; [7, 12]
[16, 19] ; [33, 35]
[0, 4] ; [45, 49]
